,comments,sentiment
65851,"Very clean, secure and quiet apartment with a very attentive and friendly host.  Very good location in Leblon on main avenue, close to the best shopping center, metro station, buses, bicycle rental station, supermarket, and to the beach.",1
20275,"Very nice apartment in an excellent location near Siquiera Campos and a stones throw away from the beach. Rosanne is very kind and took real care to me feeling welcome here. The kids were equally kind, 'fofos' and polite. Would not hesitate to recommend :) (Only thing I would be wary of is if you don't like animals but I didn't find this a problem)",1
145580,Village Potira is so nice. Soraia and Rose are very kind. I really appreciate the hostel and their support on this. ,1
155042,It was a great experience staying at this apartment!!  Paulino suggested many things to see and was always able to respond within half an hour if I had any questions !!   He knows the area extremely well and cares about his tenants!  Apartment is only a few minutes  walk from the beach and has a few restaurants around and a grocery store.  Overall I had a great time and highly recommend this place.,1
302085,The location at Telma's place is a winner! It is so close to Copacabana beach with great views of the sea. It is clean and has all amenities! Monique was quick to respond to messages. I really enjoyed my stay there!,1
1265,"From the moment we were greeted by our friendly and knowledgable guide Bruce, we knew we were in for a unique and personal experience. The next 4 hours proved to be just that, as we were escorted behind the scenes to catch a glimpse at the inner-workings of the Opera House, and then above the scenes and treated to phenomenal performance in the Concert Hall, from within the 'lighting room' above the auditorium. This experience is a must for arts/music enthusiasts who are seeking a new way to experience the Opera House, and I could imagine it would be just as rewarding for first-time visitors as well! It was a thoroughly exceptional and professional experience that I would easily recommend. Thank you!",1
31239,"Rio is an incredible city. Staying at Mary has made our experience even better. If you are looking to be in a safe neighborhoud, with Copacabana and Ipanema beaches both a few minutes walking away (as well as transportation, shops and restaurants), in a clean and tidy apartment with all necessary amenities and a super nice host, look no further.
The bed is comfortable, there is a ventilator, closet space and a tv (we didn' use it) and a perfectly clean bathroom. The street noise is very much contained as the street is quiet and it is on the 6th floor.
As to the host, we couldn't say enough what an enjoyable person she is and how she helps out in any way she can. Even if we didn't speak a word of Portuguese.
We'll be back soon!!!!",1
20973,"Rafael’s apartment is excellent for those looking to explore Rio — great location between Copacabana and Ipanema, quiet even though it’s on a well-trafficked street, and very clean. Two toilets made it easy for a couple to stay there, and the queen bed was very comfortable. And relaxing in the hammock while watching the marmosets in the trees is the best! I’d stay here again in a heartbeat. Thank you, Rafael!",1
62988,"Maria is a great host, very welcoming, friendly and helpful. My family had a great stay at her apartment. The location is close to the beach and most convenient things, safe and quiet. You have everything you need for a short stay, very well arranged.

Definitely recommend staying here!


",1
185514,Filipe is very hospitable and kind. It’s more than a joy to co-operate with him. He is also very trustworthy.,1
43258,"Lisi is one of our all time favorite AirBNB hosts and her place is awesome!  She went way over and above what she needed to do to make our experience special like giving us tips, asking us if we needed anything, and just being welcoming! We heartily recommend this flat for the view, close proximity to the Sheraton, and the great host! We were a little nervous about visiting Rio before we arrived, but we left feeling very positive about the city. Lisi and her flat were a big part of that feeling.",1
130855,Fun location beautiful views and great experience,1
17415,This apartment was perfect for our needs. We were two guys who wanted to be close to the beach and have a comfortable place to rest after a long day of beach and sightseeing/partying. There was enough room for both of us to be comfortable. We could even make ourselves some tea and breakfast in the morning and eat it at the table in the living area.,1
77438,I had an amazing stay at Erica's apartment! Great location about 2 block from the beach and the metro stop. So many cute cafes close by as well. Erica and her aunt Jacira were really easy to reach and went out of their way to work with some of our time constraints. Would happily recommend!,1
8749,"fantastic place! What fantastic people! Jennifer place is great! Huge, totally clean, beautiful, great view, cozy. I don't even have so many words for it. It's simply perfect! The stay at Jennifer was amazing. As well was our conversation. Jennifer and her family are wonderful people. I recommend the place to everyone. You will have one of your best stays there. And I will definitely come back again. Thank you for all !",1
80814,The host made me feel very welcome and her place was modern and very clean.,1
171759,"We had a lovely stay in Selma's apartment. It is clean, spacious and perfectly located. Selma was extremely helpful as was Antonio the doorman. If I ever go back to Rio I hope to be able to stay here again. Thank you Selma!",1
101987,"My stay was PERFECT. You're gonna LOVE this place!
The apartment was clean, stylish, in the perfect location with a beautiful view. The kitchen had everything you need, even a blender! They also give you a map with all the things you need to see and do in Rio.
When there was an issue with the gas in the shower, I was upgraded to a bigger room with an even more beautiful view, for no extra charge. Everything was handled quickly, communication was easy.",1
262433,"Best place to stay when in Rio, near the metro, a nice and safe neighbourhood, and you can walk to the beach! The building even has a sauna!",1
51795,"Great location, old apartment that need some improvements. Great hospitality and attention from owners.",1
23903,Great host and a lovely house in the hills of Santa Teresa! They were very helpful and have free breakfast in the mornings! Highly recommend!,1
224342,I loved everything in the apartment. Everything was perfect and especial de location . Very recommended ,1
18177,"From the pictures we thought that it is too good to be true but We are glad that we took our chances. Jeanne and Attyla were as great as a host that anyone that wish for. 

Everything were as we had hope to be. the safe neighborhood, location and the studio condition. 

Do's 
* Hiking with Jeanne and her Dogs is a Must, you will love the park behind the house. 
* Utilize Sheraton hotel around the corner if you get Hotel sick!! You are closer to pool area and restaurants than some of the hotel rooms! :)
* Explore Leblon area around the corner, It is a safe and lovely district. 
*Have Breakfast on Balcony before eight AM. It is so lovely 
* Watch the sun rise from your Balcony. 

Dont's
* Try not to go to Copacabana too often as we found the area very unsafe for tourists.  

 
",1
23112,"Excellent apartment, would stay again when next in Rio. Highly recommended. ",1
231335,Guilherme was an incredible host and the apartment was superb as well. We stayed in a great location and Guilherme helped us with travel tips and any questions we had.,1
134694,This rental is a real gem and I felt right at home. The room is cozy and lovely and you have a fridge and a TV and the bed is super comfortable too! Aracele is an amazing host and you will feel like you're staying with a friend rather than a host. You'll be in the prime location of Ipamena with everything being close by. Can't wait to return one day! ,1
167263,Thxank you very much - great service - cool location - fun to stay - ,1
285566,I recommending this apartment,1
78146,"Location 10/10, interior 5/10. Everything is working but the apartment is very tired looking.  That said, you can't find a better location then this and really enjoyed the little balcony",1
286362,An amazing apartment in the heart of the beach. Perfectly clean apartment with easy access to transport and restaurants,1
314090,"Very clean and stylish apartment in the heart of Rio. Artur was the most pleasant person I met out here (and trust me everyone was nice). Helpful, lots of tips and assisted quickly throughout. Thank you",1
42245,Nice place. Really close to the beach and restaurants. Carlos is a very nice  host and communication was easy.,1
271218,"Great place. Phillip was great, answer really quick and let us do an early check-in because our flight. The place has 24 hours places around, mini markets and the beach. We had a great time. I recommend it 100 %.",1
15937,"We had the pleasure of staying with Elisa and Marcelo for three nights and it was the perfect place to stay for an introduction to Rio. The neighbourhood is extremely safe and there are many restaurants nearby.

Elisa and Marcelo went out of their way to make sure that we were comfortable during our stay and were very attentive to our needs. The apartment is also as described - very homely and tastefully decorated! 

We also always felt as though we had our privacy. 

On our last night, we had an issue with our check in for our next accommodation. Elisa and Marcelo were very helpful and allowed a later check out which was very kind. Would definitely recommend! Thank you, Elisa and Marcelo :)",1
123067,Best apartment I've seen in Rio. So happy with my stay here.,1
280144,"This apartment is nearly perfect... the location is great, the space works, the roof and pool are perfect. There’s a few little touches like a water filter would make it perfect.",1
150849,"What a stylish and clean appartement, makes you feel safe and comfy",1
80292,"You can forget about dealing with anything else beyond relaxing during your stay. Stuart is what you want in a host: present, reliable and generous. The apartment was in perfect conditions and had everything we needed and more. The doorman, Luiz, was nice and helpful. You won't regret it.",1
146989,"I had an amazing time in Rio de Janeiro! Elizabeth was a wonderful host. She was very warm, welcoming, generous and incredibly helpful! I felt completely at home there. She knew a lot about the city and recommended some great places to go. I felt very safe and very comfortable. I would absolutely stay with her again when I next visit Rio, which I fully intend to do. She definitely helped make this trip/experience a fun and memorable one. Fingers crossed the wait won't be too long!",1
293539,"We had a perfect stay! 
The room was very clean and the People super Kind and welcoming. We had to extend our stay, but this was no problem at all:) 
We really liked it!",1
200371,"
Marcelo and his friend Marcos did a great job hosting and I would look forward to returning in the future :)",1
75273,"The flat is beautifully decorated, nicely designed, in a safe quite Street really close to some of the best bar and restaurant in Leblon. Richard is very helpful if needed and the checking easy! I definitely recommend this place for anyone that want to be in the Leblon area of Rio! Richard is a very thoughtful man :) ",1
31582,"Regina's apartment is fabulous! We were genuinely stoked with the apartment. It is very spacious, has AMAZING views, is in an excellent safe area, the apartment has character, it's very clean and tidy and has all the appliances you're looking for. We stayed over carnival which means the city was heaving. Being on the 16th floor with 2 balconies and heaps of space was a true respite from the crowds and noise when we needed it. The location is perfect! All Taxi drivers know the road, there are a few restaurants close by that are popular with locals, the supermarket is across the road and bus stop 50m away. 
Regina and Zezito couldn't be better hosts - we went to a local bar to watch them perform in a band - music unique to Rio de Janeiro so the perfect way to be introduced to the city! Snap this place up! Highly recommended! ",1
296932,Very nice place close to the beach. Hosts were great and kind.,1
259,"My boyfriend and I had a lovely stay in Rio de Janeiro due to our stay at  Viviane's Copa flat. Her apartment was immaculately clean and well located from the beach area. Not more than a 5 minute walk. The neighbourhood felt safe and supermarkets, laundry services, and metro were all easily accessible.

Also, we were impressed with her kitchen which seemed well stocked with all the cooking utensils we needed to prepare simple meals.

Lastly, her suggestions and guide for touring Rio were endless and her reasons to visit particular areas of the city added a wonderful personal touch to the trip. 

Overall, our trip to Rio was more like staying at a friend's place. It was so nice to have this home-like feeling, even when millions of miles away from our own.

Thank you Viviane!",1
219435,Thais's appartement was good. The location was great. We had a really nice stay! ,1
292928,It is a nice apartment and good location - disappointed the host tried to charge us more money after we stayed. He stated we were 4 guests vs. 2 guests and tried to have Airbnb collect more money from us. He didn't communicate this with us or anything - I wouldn't trust booking with this host in the future.  There are cameras in the building so if needed clear evidence we were only 2 people. He had no reason to think there were 4 people. Seems like a scam to collect more money.,0
7114,"The apartment is a clean, fully equipped compact studio apt. in the heart of Ipanema, only three blocks from the beach: a really awesome spot in town! Brunello was a great, helpful host.",1
273242,"Excellent service and apartment. All 5 stars. Perfect airbnb and great location ocean front. Must stay here, it is great!",1
146946,"It's my second review of Thiago's place. After 10 days, I really miss the trip of staying in Rio and during the stay I have a very comfortable living experience. Hope I could meet the hosts like Thiago in my future journey.",1
84040,"First of all I want to thanks Carlos Henrique for accept me and my husband Doug as a guest. His apartment is nice and the area is excellent. It's comfortable , and if you enjoy the breeze from the ocean, just open windows and doors. The veranda was so nice and we spent a nice time there.The view is so beautiful and we just cross the street and are on the beach !The front desk people is very kind and try to help in many ways. I never met  Carlos Henrique in person, however, he is always there when you need something. He called me sometimes and as he has a good internet connection , so we could communicate also through Emails .",1
10930,it was a perfect Stay in Tonis home,1
41379,"Chad was great to deal with. He met us at the apartment in Rio (he was there waiting for our arrival), and was helpful in giving us all the local info we needed. There were no issues or complications-everything was truly perfect. The apartment is in a great location absolutely in the middle of everything in a very safe and upscale area. ",1
283160,I would happily stay in this apartment for the rest of my life. Flavia was a great host and the location is exceptional!,1
296272,"Arthor's place was the best decision I made!  (as a person that don't want to go to the overpriced and standard boring apartments.)
The view here is just breathtaking! and all around is green. The apartment located in a beautiful street, close to the luxury Sheraton Grand Hotel, which is sharing a beach with. In addition, it surrounded with restaurants and bars in one of the safest place in Rio. 
The apartment is a few minutes from the world's two most famous beaches, the Ipanema and Copacabana. 
And in the evening there is the most vibrant night life in Rio de Janeiro including club bars and dance floors. 

 It was an amazing experience for me! 
 on my next visit, I will surely come back to stay here.",1
77307,"This place is exceptional: the garden and pool are magnificent, and a great escape from the tropical heat; and the host is welcoming, generous, and very engaging. This place enhances the Rio experience",1
209151,"Rafael is awesome. He is very comunicative, very kind, he received us with gifts on the apartment.
The location of the apartment is awesome, you walk like 50mts ir less and you are in the beach of Ipanema. Really awesome. The apartment is very well equipped and it's very well designed. Thanks a lot Rafael!",1
32783,"I and a couple of friends stayed at Ludmilla's apartment in Vidigal. We were most delighted by this cozy place with a view to the sea at Vidigal Rd, right up from Niemeyer Av, few yards from the Sheraton Rio. Basically It's perfect for young honeymooners but It fits to an extra one If privacy is not the number one priority. it's quite well serviced with a small kitchen and If you may need some extra help, Ludmila and her husband live next and are most ready to assist. Also It's a walking distance to Leblon neighbourhood and If you walk a little bit more, to Ipanema where the boys' action fires up :) For the first timers and foreigners less used to security issues It's a surprisingly well patrolled spot with a round-the-clock police. And as It's gay friendly It catered perfectly for my friends! Whenever I'm back with them, I'll deffo come back",1
491,"My wife and I just finished staying in Renata's place for three nights. It was a fantastic stay. I highly recommend it. The location is perfect - just two blocks from Ipanema beach. The neighborhood is very safe and calm and it's surrounded by great restaurant, juice bars, and shopping. The apartment itself is very cozy and clean and charming. She even left our favorite Brazilian chocolates there waiting for us when we arrived!",1
59877,"Rafaella and Fernanda are excellent hosts. They were always prompt in our exchanges and Fernanda was absolutely flexible in our arrival, willing to change plans at the last minute when my apartment mates had problems with their flight. Fernanda was very clear during the check-in, explaining in details all the ins and outs of the apartment and tried her best to make our stay comfortable. She was always very accessible through (Hidden by Airbnb) and left a ton of brochures with us with helpful transportation and tourism information. 

The apartment itself is very good. It is located in an old building that does not look great from the outside (like almost all buildings in Copacana) and it has some small quirks, especially with some of the plumbing occasionally leaking a bit and the hot water taking some time to start. However, absolutely nothing detracted from the experience as everything in the apartment is very functional and the furniture is comfortable. The AC in the rooms works well and all nights were spent soundly asleep. Storage in the main room was excellent and in the smaller room it was more than sufficient. The kitchen is very functional and well-equipped.

One of the big advantages of the apartment is its location. It is located just behind the Copacabana Palace, the most traditional hotel in Rio. There are coffeehouses and bakeries nearby for breakfast and many restaurants serving all types of food and with all types of price levels. There are a couple of supermarkets nearby and the Cardeal Arcoverde subway station is less than 150 m away. Copacabana beach is located about one block away and there are many shops all around the hotel. The doormen in the building were always very helpful in recommending places to go nearby.

Overall, an excellent experience and I highly recommend this apartment for anyone staying in Copacabana. I also highly recommend Rafaella and Fernanda as hosts and in my next time in Rio I will certainly look for them again.",1
233366,"Great host, great experience. Thanks Ricardo!",1
64104,"Igor's place was comfortable, well located and convenient. He was very helpful with logistics, friendly and attentive. I would stay at Igor's place again.",1
98773,Very convenient place well located and clean.,1
152349,"Dalia was a great host, easy to communicate, and gave us advices where to go in Rio. The studio is located in a really good environment, and was cozy. It was really nice to stay there!",1
41969,"Just returned from Rio And stayed in the comfortable Marina's apartment in copacabana. Amazing location and our host Marina was the most helpful and accomodating we could had hoped for. Our late evening flight from london was two hours late and did not get to the apartment until 2330 , Marina was waiting there for use which was very appreciated! On our last day of our holiday we had a late flight to catch and again Marina kindly let us stay at the apartment until the time we needed . The apartment itself was nice, comfortable and location amazing, we definitely recommend marina 's apartment. Thank you Marina !
",1
258776,"My wife and I LOVED our stay here. It’s such a chill place to relax after a long day of exploring chaotic Rio. So close to the metro, beach, lake and so many great restaurants. We were sad to leave.",1
108894,"Freddy is a great host!  We had lots of questions and he helped answer them all very promptly over airbnb messenger. He gave great suggestions of what to do depending on our preferences - it was like having a friend in Rio that we never met. The apartment looks just like the pictures and is in a great location, close to Copacabana beach.  We felt very safe - the building had 24 hour security and the apartment had a safe. It would have have been a bit more convenient if there was a second mirror outside the washroom (by the second sink) - it would have just made getting ready a bit faster in the mornings.  If you stay there, you also have to try the croissants at a bakery called, Boulangerie Guerin - just one street away!  We would definitely recommend staying here!",1
45929,Jan was extremely helpful. His Appatment is amazing with great views from the balcony. It’s very central to shops and restaurants and a 5 min walk to Ipanema beach :),1
254633,Fantastic place and great location with a great host.,1
4190,"We had a wonderful time in Rio! The studio is great! It is very well designed. Everything works perfectly well and Internet is faster than what we have in Switzerland! The location is great too! About 5 minutes walk to the beach of Copacabana, and located in a safe neighborhood. The bus station to go to the Sugar Loaf is about 10 minutes walk and the subway and the supermarket are only 3 minutes walking distance. Ipanema is only a 30 minute walk or you can take the subway (2 stations). Catherine and Alan were very helpful in helping us organize our trip. They were very patient with all our questions and fast in responding emails. They also helped us book our transportation to the apartment and all went very smoothly. We also loved the handbook loaded with all sorts of recommendations. We tried out a few restaurants and were not disappointed. We also went to Churrascaria Carretao (10 minutes walk) as my husband loves grilled meat (very touristy, get there early to avoid the tourist buses!). The hotel Othon has a restaurant on the top floor with a beautiful view of the beach of Copacabana. The food is rather pricey but the view is definitely worth it! The restaurant Colombo in the Fort of Copacabana is supposed to be good too, unfortunately we ran out of time! There are some very nice markets on Sundays. When heading to the hippie market in Ipanema stop at this very small market off Avenida Atlantica just before the Fort of Capacabana! They sell great pastels and the best caldos de cane! There is also an information center on Copacabana only a few minutes  towards Leme... And all this in short walking distance from the studio! 
We highly recommend this place!
",1
174105,"A great place to stay! Close to supermarkets, shopping, metro, busses, pharmacies. The apt is nice and cosy and very well equipped! Yes, the street is busy (and loud) but this is often the case in Rio. I would definitely stay again in Samara‘s place!",1
202769,"Cristiane was a wonderful host and made me feel very comfortable. I had a lovely time staying with her in Leblon and would recommend this AirBnB to anyone wishing to visit Rio. The area is close to the beach, strategic in terms of public transportation, and has many great restaurants close by. ",1
245198,"We had a perfect month stay in Gisela""s apartment. Well located in Urca, well decorated and very clean with the very nice cleaner Claudia coming every week. We had no issue except for the brand new oven which broke suddenly due to technical default and she was very available to handle the situation. We felt very happy and comfortable there. I think it's great for a couple or a couple with a kid. Just notice that you're right in front the awesome view of the Mureta, so that can be a bit noisy at night with the bus passing. For us, it was no issue. Would rent again without hesitation.",1
162756,"Leo's Mum was very kind and helpful, also his little Brother. He is a uber(privat Taxi driver) so we had a Taxi Right next to us ",1
162544,she is the most healful house owner I've ever stayed. I'm sure I'm coming back here!!,1
229514,"Kenia’s place was absolutely perfect! Two blocks away from the beach! Excellent location! The apartment has all the amenities, washer and dryer, also cooler and beach towels. Kenia was great with recommendations and places to go, check in and out was a breeze! I will definitely stay at her place the next time I’m in Rio. Thanks Kenia!",1
264910,"This is a small room in a youth hostel, not an apartment.",0
107969,"We own an Airbnb property ourselves and were disappointed with our stay. When we arrived the bed had not been made and the light fixture in the bathroom was broken. We had to locate the sheets and make the bed first thing on arriving.  Marcela did come to the condo to check on the bathroom light and said a repairman would come to fix it the following Mon. The light in the bathroom was not repaired the entire week and a half we were there making it very dark. 
The location is very good and the day doorman was excellent. ",0
93009,"Francisco was a wonderful host. His home is in a safe, friendly neighborhood within walking distance to many great things. We spent six days there and had a quick and helpful response from Francisco any time we asked him a question. I would definitely recommend staying there to anyone and would stay there again myself.",1
30741,"We came without hardly having planned a thing, and left having experienced the exact perfect things in Rio.
This was just ridiculous. I have never been treated so well in any hotel or Airbnb.
From the second we got there, Marcio helped me find a safe parking spot for my car. While we did that, Claudio went preparing some of the best welcome drinks I could ever fantasize about. We walked in, and there were hugs, cool cocktails, and a fresh room to welcome us.
Through the whole stay, Marcio provided perfect recommendations on where to go, how to get there, and insider tips on the city. We felt SO at home and comfortable both in their home and in the city thanks to this.
I sincerely recommend staying here for the breakfast alone. It was literally one of everything, warm fresh coffee, fresh fruit, prepared ollas of eggs and tomatoes. So complete that despite walking all around the city, we hardly needed food until the evening. 
I feel like we went to a good friends house and got a VIP experience of Rio because of it. 
The subway, beach, and Copacabana are just a block or two away. No way to find better location.",1
221218,"Despite already knowing the area (having lived in Rio before), we were pleasantly surprised by the vivid top A location! Everything you need is nearby, a local fresh food market, the cheap big cheap supermarket Mundial, casa pedro (handpick nuts/herbs etc), lively bars, the beach, metro - and so on! Furthermore, the apartment itself is super comfortable, the bed is great, the AC, ultra fast working stove/oven and the washing machine/dryer are greAt and make it extra comfortable! We really recommend staying here, as a couple or just as friends - both great!",1
214326,"Great place, amazing location. I am “carioca” and knowing Rio very well you can’t get a better location to stay in Rio. Close to the beach, best restaurants and bars. Affordable price and host very responsive. I strong recommend this apartment",1
75462,"Place was nice, good location and fine for two people.  Good food around and felt safe. Good AC, clean lines and the host was spot on.  ",1
60734,The room was great with an amazing view and Mauricio's hospitality was second to none. It was a great place to start the new year.,1
173304,"An absolute gem of location and apartment.
The apt is probably  on one of the quietest streets in all of Rio de Janeiro. Besides that, you are one block from the hub of all of the restaurants. Some of our favorite restaurants or along the street Dias Ferreira. There’s also a supermarket half a block away to buy your bread in the morning and anything else you might want. The location is absolutely superb. The apartment is  well decorated, modern and clean. There were a couple of issues with the water and shower when we arrived but Fabio was excellent in resolving them all. 

 You should note that this apartment faces the back meaning you sometimes listen to your neighbors. Not a big deal but not huge amount of privacy. A detail that I loved about the apartment is that the host has provided you with all of her best sheets, meaning it seems you might have her grandmother sheets which are percale with beautiful embroidery. It is touches like that that I think are so nice.",1
120395,"Very nice, big room with small private bathroom. Very pleasant owner who taught me some Portugese as well.",1
472,Everything was great! Really welcoming and pleasant stay!,1
254582,It was great to stay again at the apartment.  Everything is spot on.,1
88917,"The apartment was great - beautifully clean, plenty of space and a great location in Copacobana. Mariangela met us there and was super friendly - making sure everything was fine and offered to give tips and advice if we need it. Only thing to note is that the road outside is quite busy and a bit noisy - didn't cause me any problems, but if you're very sensitive it might be a problem (there is a room at the back of the apartment which is very quiet). ",1
94531,"So i recently just came back from Rio de Janeiro and stayed with frederico. It was such a pleasure staying with him while i was there. He made me feel welcomed and at home since the time i arrived, to the time I left. His apartment is very beautiful and well located. If you ever go to Rio I highly recommend you stay with him. You will truly love it and feel at home. Once again thank you for letting me stay in your home, making me feel welcomed and at home. Hopefully we meet again sometime in the near future. 
",1
178531,"Sheila was very welcoming and waited for us to hand over key at our convenience. She made my departure from Rio smooth by offering her husband's taxi to get me to the airport at 5 am . He showed up at the right time, super friendly person too! Two people with a warm heart I hoped to see again !",1
236047,Everything was alright with the apartment and Joao! The apartment is just at 5 minutes for the Copacabana Beach.,1
76936,"What a great spot in ipanema and a super friendly and helpful host!   FABIO is a real pro and great guy.  The location and two large outdoor areas make this a paradise in Rio.  We will definitely be back.  Comfortable,  secure, glorious.   Thanks Fabio.",1
5014,"My husband and I stayed at Luciana's for 3 nights. Luciana was a great an friendly  host and helped us with advice about the local area and places that we wanted to visit. She is also very organised and had a list of local shops, banks and attractions. The apartment was exactly as it looks in the pictures, so no surprises. It was very clean with a comfy bed. It is in a safe block that is housed by security 24/7. It is only a short walk away from Copacabana beach. We would definitely stay at this apartment again! Thank you Luciana for a great stay! ",1
161892,"Amazing place, just across the street from the subway. Definitely recommend it.",1
81432,"Nice, organized place to stay! Near a supermarket and full service restaurant. WiFi could be a little better, it doesn’t reach the bedroom far from the living room, overall nice experience!",1
115090,"Even though we stayed for one night only but we really enjoyed this night the most, because the place was so cozy and warm and Anna was so friendly and very helpful, simply you can't ask for more !  ",1
33641,"The internet didn't lie this time! The view is in fact exactly like the one in pictures.

I highly recommend this place - clean, cozy, tastefully decorated. And very safe. Renata was very flexible in terms of check-in with our delayed flight, and an all-around very kind person. 

Nothing quite like waking up in the morning with this view straight out of bed. :) ",1
16484,"One of the nicest places to stay in Rio, is this appartment in the middle of Rio de Janeiro, under the Christ with green view, silence and birds in the morning. Highly recommendable!",1
91616,"Bruno's condo was the perfect home for the weekend! Our flight landed early in the morning, and Bruno was very diligent in making sure we were well informed to get situated right away. The condo itself is beautiful with an amazing view of Ipanema. We loved the constant breeze that came in through the windows as well. The condo was also situated in the perfect spot, close to all the food and libations that we desired. Would go back in a heartbeat!",1
68940,"Great place to stay in Copacabana!
Really clean and safe! 
We did not have the chance on meeting Claudia but all communications needed was good! ",1
59588,"Excellent apartment with modern facilities, nice views, great friendly service at the reception as well. Location was absolutely perfect, within walking distance to pretty much anywhere in Ipanema, Leblon and Copacabana. Would highly recommend! ",1
267862,"We loved our stay in Ipanema. The apartment is brand new (exactly as shown in the pictures and description) and very stylish with a lot of thought given to the design and layout. It is very light and open plan, unlike a lot of properties in the area. It is based in the hustle and bustle of Ipanema but still felt very safe with the 24hr concierge. It is close to the beach and lots of really nice bars and restaurants. There isn’t a single thing I’d change about the place. I would highly recommend the apartment and would 100% stay there again when we next visit Rio!",1
22934,"Paula & Eduardo are good Hosts! They are allways helpful, if I was not sure about Location or Security. It was my first Trip with Airbnb and I like to see a little more of Brazilian Culture. Paula & Eduardo took me out to their Friends and in total I had good Time in Brazil.",1
171191,"Bruna's a wonderful host! She is very warm and very responsive to all my queries.  Her knowledge and insights on how to enjoy best your time in Rio proved very valuable, and her recommendations are based on your personal preferences and with your safety in mind.
Her place in Ipanema is very comfortable and pleasant.  It is very neat and tidy, and is strategically located!
When our evening flight was delayed, Bruna was very understanding and accommodating and let us stay for as long as we needed! She even generously offered to mail the souvenir we forgot to bring back home!
We highly recommend Bruna's place!",1
24553,"Brunello was a fantastic host, offering great advice and tips for our stay in Rio. The apartment was great, equiped with everything we needed and in a fantastic central location. Brunello was easily contactable and repsonded quickly to any questions, truly a great host, and a fab apartment - I wouldn't hesitate to stay here again! Thank you!!",1
283294,This place was clean and very close to copacabana beach. Excellent location- highly recommended,1
249001,"Kelen's place was amazing and so was she! She was happy to arrange a last minute early check-in and was quick to respond the few times we reached out. Her home is beautiful, the pictures don't do it any justice. The location is excellent. We have only good things to say and hope to return soon!",1
133,"I was not so good. The apartment has problems to us: no hot place to cook. Only an electric oven and a coffee machine. One part of the wooden floor was unglue, and the wardrobes are smelly and humidity. It is very good localizated, and the building is safe but not so clean. Renata was solicitous but she could solve the problem with the floor or the hot place. For the smell on the wardrobes, she has an extra place outside to hang the stuff. It was more than a room of a hotel (with no room services at all!) than an apartment. We went there for a few days so we did have time to change for another place.",0
136,"Unfortunately, our experience with this rental was very negative. In fact, if we didn’t love Rio so much, our vacation would have been completely ruined. First and foremost, the roof leaked—both outside and inside the apartment. At one point, there was a baby bathtub on the floor catching water in the entrance hallway and various containers from the kitchen on the floor catching water inside the apartment. It appears that this apartment has long had a problem with water infiltration, as evidenced by the mildew and mold on practically every wall. In the master bath, there is even a piece of wood separating the floor tiles from the shower stall (it’s called a saddle, I think) was so water-logged and rotted that stepping on created the most disgusting squishing sound. \xa0Unlucky for these owners, the leaks were made all the more evident because for two or three days during our visit there was heavy rainfall in Rio. And, during one of the deluges, several inches of water must have collected on the roof (it seems that the contractors accidentally plugged an evacuation outlet) because water ran from the roof into the courtyard below for nearly three hours. Besides leaks, the water pressure throughout the apartment, especially in the kitchen, was practically non-existent for most of our stay. \xa0On some days, we resorted to washing dishes in the hallway bathroom because for some odd reason the water pressure wasn’t as low there. While we’re talking about the kitchen, please note that the refrigerator pictured in the listing is small. \xa0It’s, in fact, a mini-refrigerator, and it’s entirely too small for an apartment that is supposed to be able to accommodate 8 adults, especially those who like to feed themselves breakfast instead of going out every morning. \xa0To Marina’s credit when we complained that the first coffee maker was faulty—it, wait for it, LEAKED—she replaced it immediately. Here are some other examples of Marina’s overpraising and underperforming: \xa0Of the six keys to the front door, only one worked. (She eventually replaced them with working ones.) There was construction noise—the sound of hammering, drilling, and water falling from the roof onto the courtyard five stories below—almost every day of our residence. Most days the single elevator was out of service because it was being used to haul construction materials (like sand and cement) and debris. \xa0The doorman was very unfriendly, almost hostile, whenever he was on duty, which was almost never. Beware that there is A/C only in the three bedrooms. The listing does not make this clear. Finally, the listing promised that we had access to a washer and dryer in the apartment. In reality, the washer and dryer were locked away behind a glass door and we were advised that we could only do laundry if we booked the maids and paid them to do it. \xa0After some back and forth and bargaining with Marina, coupled with the leak issues, she left the door open. But, as our luck would have...",0
139,"it was my horrible experience. The apartment has an unpleasant smell, view to favela- very repulsive, the bathroom not to mention ... I had to buy 5 different dezinfection products, and even than i had to use toilet paper just to seat on toalet desk, that's why toilet blocked three times, ... can you think ... I was taking a shower with my flip flops, the sheets were already used and not changed, the apartment is dark and depressive ... a non-stop pounding, loud neighbors,  ... horrible experience. It just disgusts me to stay there, so I left early, when the toilet vas blocked for the third time and paid almost the same amount for the remaining days, as I have for this place. Better to go to hotel. My journey has been corrupted because of this, my stomach still hurts now.",0
